Codigo,Descricao,Categoria,Quantidade,Local,Sublocal,Tecido,Cristais,Eletricista
027-0157,"TOALHA PRATA DUPLA FACE 1,5 x 2,5 METROS",TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0158,"TOALHA BRANCA COM FIO PRATA 1,5 x 2,5 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0159,"TOALHA BEGE COM FIO OURO 1,5 x 2,5 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0160,"TOALHA DOURADA COM FIO OURO 1,5 x 2,5 METROS",TOALHAS,NA,Loja,Setor Comercial,0,0,0
027-0161,"TOALHA DE VELUDO PRETA 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0162,TOALHA DE VELUDO PRETA 1 x 1 METROS,TOALHAS,NA,Armazem 500,Armazem 500,1,0,0
027-0163,"TOALHA DE VELUDO PRETA 2,0 x 4,6 METROS",TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0164,"TOALHA DE VELUDO PRETA 2,5 x 1,0 METROS",TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0165,TOALHA DE VELUDO PRETA COM FRANJA 1 x 1 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0166,TOALHA DE VELUDO PRETA 2 x 1 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0167,"TOALHA DE VELUDO PRETA COM FRANJA 3,0 x 1,2 METROS",TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0168,"TOALHA DE VELUDO PRETA COM BORDA DE RENDA  1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0169,"TOALHA DE VELUDO PRETA COM FRANJA 4,0 x 1,2 METROS",TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0170,TOALHA DE VELUDO PRETA 4 x 2 METROS,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0171,"TOALHA DE VELUDO PRETA REDONDA 1,5 x 1,5 METROS",TOALHAS,NA,Galpao,Setor 2,1,0,0
027-0172,"TOALHA DE VELUDO AZUL MARINHO 3,1 x 1 METROS",TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0173,"TOALHA DE VELUDO AZUL MARINHO 1,5 x 1,0 METROS",TOALHAS,NA,Maison Blue,Maison Blue,0,0,0
027-0174,TECIDO DE PAREDE ROSA BEBÊ LISTRADO PEÇA,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0175,TECIDO DE PAREDE AZUL BEBÊ ALTO RELEVO PEÇA,TOALHAS,NA,Loja,Sala Alberto Serruya,0,0,0
027-0176,TECIDO DE PAREDE ROSA BEBÊ ALTO RELEVO PEÇA,TOALHAS,NA,Maison Blue,Maison Blue,0,0,1
027-0177,TECIDO DE PAREDE ROSA CHICLETE LISTRADO PEÇA,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0178,TECIDO DE PAREDE ROSA CHICLETE ALTO RELEVO PEÇA,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0179,TECIDO DE PAREDE BRANCO ALTO RELEVO PEÇA,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0180,TECIDO DE PAREDE OFF WHITE ALTO RELEVO PEÇA,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0181,TECIDO DE PAREDE CINZA EM ALTO RELEVO PEÇA,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0182,TECIDO DE PAREDE GRAFITE LISTRADO PEÇA,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0183,TECIDO PRETO EM ALTO RELEVO PEÇA,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0184,TECIDO LARANJA EM ALTO RELEVO PEÇA,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0185,TECIDO CAFÉ COM LEITE EM ALTO RELEVO PEÇA,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0186,TECIDO MARROM EM ALTO RELEVO PEÇA,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0187,TECIDO PRETO COM CINZA EM ALTO RELEVO (GROSSO) PEÇA,TOALHAS,NA,Loja,Sala Alberto Serruya,1,0,0
027-0188,TECIDO PRETO COM CINZA EM ALTO RELEVO (FINO) PEÇA,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0189,TECIDO AMARELO CLARO ALTO RELEVO PEÇA,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0190,TECIDO AZUL MARINHO EM ALTO RELEVO PEÇA,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0191,"TOALHA DE VELUDO ESTAMPADA 8,0 x 1,2 METROS",TOALHAS,NA,Loja,Setor Comercial,0,0,0
027-0192,TOALHA DE VELUDO ESTAMPADA COM FRANJA MOSTARDA 3 x 1 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0193,"TOALHA QUADRADA EM VELUDO MARROM 1,5 x 1,5 METROS",TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0194,"TOALHA RETANGULAR EM VELUDO MARROM1,5 x 2,5 METROS",TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0195,"TOALHA RETANGULAR EM VELUDO AZUL TURQUESA 1,5 x 2,5 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0196,"TOALHA RETANGULAR EM LILÁS COM FRANJAS DE RENDA 4 x 1,2 METROS",TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0197,VOIL BRANCO PEÇA,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0198,VOIL PRETO PEÇA,TOALHAS,NA,Maison Blue,Maison Blue,0,0,0
027-0199,VOIL BEGE PEÇA,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0200,VOIL BRANCO CAFÉ COM LEITE PEÇA,TOALHAS,NA,Loja,Setor Comercial,0,0,0
027-0201,CORTINA DE VOIL MARROM PEÇA,TOALHAS,NA,Loja,Setor Comercial,0,0,0
027-0202,VOIL VERDE OLIVA PEÇA,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0203,VOIL CINZA PEÇA,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0204,VOIL ROSA BEBÊ PEÇA,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0205,VOIL AZUL FORTE PEÇA,TOALHAS,NA,Loja,Area da Entrada,1,0,0
027-0206,VOIL AZUL TIFFANY PEÇA,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0207,VOIL MARROM PEÇA,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0208,VOIL AMBAR PEÇA,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0209,CORTINA BRANCA DE VOIL PEÇA,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0210,CORTINA CINZA DE VOIL PEÇA,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0211,CORTINA VINHO DE VOIL DA AP PEÇA,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0212,VOIL VINHO PEÇA,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0213,GUARDANAPO PRETO OXFORD UNIDADE,TOALHAS,NA,Maison Blue,Maison Blue,0,0,0
027-0214,GUARDANAPO BRANCO OXFORD UNIDADE,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0215,GUARDANAPO GRAFITE OXFORD UNIDADE,TOALHAS,NA,Galpao,Setor 2,1,0,0
027-0216,GUARDANAPO VINHO OXFORD UNIDADE,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0217,GUARDANAPO VERDE ÁGUA EM LINHO UNIDADE,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0218,GUARDANAPO CINZA EM LINHO UNIDADE,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0219,GUARDANAPO MOSTARDA EM LINHO UNIDADE,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0220,GUARDANAPO CAFÉ COM LEITE EM LINHO UNIDADE,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0221,GUARDANAPO BRANCO EM LINHO FORTALEZA UNIDADE,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0222,GUARDANAPO ROSA BROCADINHO UNIDADE,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0223,GUARDANAPO ROSA OXFORD UNIDADE,TOALHAS,NA,Armazem 500,Armazem 500,0,0,1
027-0224,GUARDANAPO BEGE OXFORD UNIDADE,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0225,GUARDANAPO CAFÉ COM LEITE EM LINHO FORTALEZA UNIDADE,TOALHAS,NA,Loja,Area do Galpao,0,1,0
027-0226,GUARDANAPO VERMELHO MASSALA EM LINHO UNIDADE,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0227,GUARDANAPO BRANCO EM LINHO UNIDADE,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0228,GUARDANAPO MARROM EM LINHO UNIDADE,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0229,GUARDANAPO BEGE EM ALTO RELEVO UNIDADE,TOALHAS,NA,Loja,Setor Comercial,0,0,0
027-0230,GUARDANAPO PINK EM LINHO UNIDADE,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0231,GUARDANAPO BRANCO OXFORD UNIDADE,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0232,GUARDANAPO UVA OXFORD UNIDADE,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0233,GUARDANAPO ROXO OXFORD,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0234,GUARDANAPO VIOLETA OXFORD,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0235,GUARDANAPO VINHO EM ALTO RELEVO UNIDADE,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0236,GUARDANAPO FAILETE VINHO UNIDADE,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0237,GUARDANAPO VINHO OXFORD ANTIGO UNIDADE,TOALHAS,NA,Galpao,Setor 3,0,1,0
027-0238,GUARDANAPO ROSA BEBÊ OXFORD UNIDADE,TOALHAS,NA,Galpao,Setor 2,0,0,0
027-0239,GUARDANAPO AZUL MARINHO OXFORD UNIDADE,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0240,GUARDANAPO BEGE EM LINHO UNIDADE,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0241,TOALHA AZUL TIFFANY EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 1,1,0,0
027-0242,TOALHA AZUL COM MARROM LISTRADA 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0243,TOALHA AZUL COM MARROM EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0244,TOALHA BRANCA EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0245,TOALHA BRANCA LISTRADA 3 x 3 METROS,TOALHAS,NA,Loja,Setor Comercial,0,0,0
027-0246,TOALHA AZUL MARINHO OXFORD 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0247,TOALHA PRETA OXFORD 3 x 3 METROS,TOALHAS,NA,Armazem 500,Armazem 500,0,0,0
027-0248,TOALHA AZUL BEBÊ EM ALTO RELEVO 3 x 3 METROS,TOALHAS,NA,Galpao,Setor 3,0,0,0
027-0249,TOALHA OFF WHITE EM ALTO RELEVO (NOVA) 3 x 3 METROS,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0250,CAPA PRETA DE CADEIRA EM MALHA,TOALHAS,NA,Loja,Area do Galpao,1,0,0
027-0251,CAPA BRANCA DE CADEIRA EM METALACE,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0252,CAPA BRANCA DE CADEIRA OXFORD,TOALHAS,NA,Galpao,Setor 3,1,0,0
027-0253,CAPA PRETA DE CADEIRA OXFORD,TOALHAS,NA,Maison Blue,Maison Blue,0,0,0
027-0254,CAPA DE CADEIRA DOURADA EM CETIM,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0255,PASSADEIRA VERDE EM ALTO RELEVO,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0256,PASSADEIRA CORES DO MÉXICO,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0257,PASSADEIRA JORNAL,TOALHAS,NA,Loja,Area do Galpao,0,0,0
027-0258,PASSADEIRA PRETA COM CINZA COM BORDA DE CETIM,TOALHAS,NA,Loja,Area da Entrada,0,0,0
027-0259,PASSADEIRA BRANCA COM FRANJA,TOALHAS,NA,Loja,Setor Comercial,0,0,0
027-0260,PASSADEIRA PRETA EM ALTO RELEVO,TOALHAS,NA,Galpao,Setor 1,0,0,0
027-0261,PASSADEIRA BEGE COM FIO DE OURO,TOALHAS,NA,Loja,Area do Galpao,0,0,0
028-0001,LANTERNA 7 PONTAS TIPO ESTRELA,LANTERNAS,NA,Galpao,Setor 4,0,0,0
028-0002,LANTERNA MADEIRA BRANCA MODELO ANTIGO (GRANDE),LANTERNAS,NA,Galpao,Setor 2,0,0,0
028-0003,LANTERNA MADEIRA BRANCA MODELO ANTIGO (PEQUENA),LANTERNAS,NA,Galpao,Setor 1,0,0,0
028-0004,LANTERNA MADEIRA MARROM (GRANDE),LANTERNAS,NA,Galpao,Setor 2,0,0,0
028-0005,LANTERNA MARROQUINA BRANCA,LANTERNAS,NA,Armazem 500,Armazem 500,0,0,0
028-0006,LANTERNA MARROQUINA ROSA AMIZMIZ (GRANDE),LANTERNAS,NA,Loja,Area da Entrada,0,0,0
028-0007,LANTERNA MARROQUINA ROSA AMIZMIZ (MÉDIA),LANTERNAS,NA,Loja,Setor Comercial,0,0,0
028-0008,LANTERNA MARROQUINA ROSA AMIZMIZ (PEQUENA),LANTERNAS,NA,Loja,Area do Galpao,0,0,0
028-0009,LANTERNA OCTOGONAL REDONDA DOURADA,LANTERNAS,NA,Armazem 500,Armazem 500,0,0,0
028-0010,LANTERNA POSTE MADEIRA JUNIOR ALTA,LANTERNAS,NA,Galpao,Setor 3,0,0,0
028-0011,LANTERNA QUADRADA CASTELO 4 TORRES (MÉDIA),LANTERNAS,NA,Loja,Area da Entrada,0,0,0
028-0012,LANTERNA QUADRADA ENVELHECIDA 04 BICOS (PEQUENA),LANTERNAS,NA,Galpao,Setor 2,0,0,0
028-0013,LANTERNA QUADRADA PRESENCE,LANTERNAS,NA,Loja,Area da Entrada,0,0,0
028-0014,LANTERNA QUADRADA VENUS (PEQUENA),LANTERNAS,NA,Loja,Area do Galpao,0,0,0
028-0015,LANTERNA REDONDA VIDRO LARANJA (GRANDE),LANTERNAS,NA,Galpao,Setor 3,0,0,0
028-0016,LANTERNA SEXTAVADA BRANCA (GRANDE),LANTERNAS,NA,Loja,Area do Galpao,1,0,0
028-0017,LANTERNA SEXTAVADA CINZA CHINA (MÉDIA),LANTERNAS,NA,Galpao,Setor 3,0,0,0
028-0018,LANTERNA SEXTAVADA ENVELHECIDA CASTANHO (MÉDIA),LANTERNAS,NA,Loja,Area do Galpao,0,0,0
028-0019,LANTERNA SEXTAVADA TELA VIDRO INOX (MÉDIA),LANTERNAS,NA,Armazem 500,Armazem 500,0,0,0
028-0020,LANTERNA SEXTAVADA PENDULO BRANCA (MÉDIA),LANTERNAS,NA,Galpao,Setor 1,0,1,0
028-0021,LANTERNA SEXTAVADA PENDULO BRANCA (PEQUENA),LANTERNAS,NA,Loja,Area da Entrada,0,0,0
028-0022,LANTERNA SEXTAVADA PENDULO DOURADA (PEQUENA),LANTERNAS,NA,Galpao,Setor 1,0,0,0
028-0023,LANTERNA SEXTAVADA VIDRO ENVELHECIDO (GRANDE),LANTERNAS,NA,Maison Blue,Maison Blue,0,0,0
028-0024,LANTERNA SEXTAVADA VIDRO,LANTERNAS,NA,Loja,Area do Galpao,0,0,0
028-0025,ENVELHECIDA PINHA (GRANDE),LANTERNAS,NA,Armazem 500,Armazem 500,0,0,0
028-0026,LANTERNA TENDA PRESENCE,LANTERNAS,NA,Loja,Area da Entrada,0,0,0
028-0027,LANTERNA ÚNICO FERRO CROMADO INDIA (MÉDIA),LANTERNAS,NA,Loja,Area da Entrada,0,0,0
028-0028,LANTERNA VIDRO SUPORTE EM METAL (ETO) 12 x11,LANTERNAS,NA,Loja,Area do Galpao,0,0,0
028-0029,LANTERNA VIDRO SUP. METAL TETO 13 x 12,LANTERNAS,NA,Loja,Area do Galpao,0,0,0
028-0030,LANTERNA VIDRO SUP. METAL TETO 17 x 13,LANTERNAS,NA,Loja,Area da Entrada,0,0,0
028-0031,LANTERNA VIDRO SUP. METAL TETO 23 x 18,LANTERNAS,NA,Galpao,Setor 3,0,0,0
028-0032,LANTERNA VIDRO SUP. METAL TETO 28 x 23,LANTERNAS,NA,Armazem 500,Armazem 500,0,0,0
028-0033,LANTERNA VIDRO SUP. METAL TETO 30 x 15,LANTERNAS,NA,Galpao,Setor 4,0,0,0
028-0034,LATERNA OCTOGONAL DOURADA PEND (MÉDIA),LANTERNAS,NA,Loja,Area da Entrada,0,0,0
028-0035,"JOGO DE 3 LANTERNAS ESTILO CASINHA SENDO PEQUENA, MÉDIA E GRANDE",LANTERNAS,NA,Loja,Area do Galpao,0,0,0
028-0036,LANTERNA EM VIDRO COM FORMA EM AÇO INOX,LANTERNAS,NA,Galpao,Setor 3,0,0,0
028-0037,LANTERNA EM VIDRO COM FORMA EM AÇO INOX,LANTERNAS,NA,Galpao,Setor 4,0,0,0
028-0038,LANTERNA EM VIDRO COM FORMA EM AÇO INOX TRANÇADO,LANTERNAS,NA,Loja,Area do Galpao,1,0,0
028-0039,LANTERNA COM ABERTURA NA LATERAL JOGO COM 02 LANTERNAS,LANTERNAS,NA,Armazem 500,Armazem 500,0,0,0
028-0040,LANTERNA ESTILO LAMPARINA,LANTERNAS,NA,Loja,Area do Galpao,0,0,0
028-0041,LANTERNA ORIENTAL VENUS JG COM 03 (GRANDE),LANTERNAS,NA,Loja,Area do Galpao,0,0,0
028-0042,LANTERNA QUADRADA BRANCA COM PÉ (GRANDE),LANTERNAS,NA,Loja,Area do Galpao,0,0,0
029-0001,LUMINÁRIA BLACKAMOOR FEMININA 2 METROS,LUMINÁRIAS,NA,Loja,Area do Galpao,0,0,0
029-0002,LUMINÁRIA BLACKAMOOR MASCULINA 2 METROS,LUMINÁRIAS,NA,Galpao,Setor 2,0,0,0
029-0003,LUMINÁRIA EM BOLA DE LED BRANCA,LUMINÁRIAS,NA,Loja,Area do Galpao,0,1,0
029-0004,LUMINÁRIA CROMADA 5 PONTAS,LUMINÁRIAS,NA,Galpao,Setor 2,0,0,0
029-0005,LUMINÁRIA DE TETO EM CRISTAL,LUMINÁRIAS,NA,Maison Blue,Maison Blue,0,0,0
029-0006,"LUMINÁRIA DE PALHA TRIÂNGULO AZUL 1,3 METROS",LUMINÁRIAS,NA,Loja,Area do Galpao,0,0,0
029-0007,"LUMINÁRIA DE PALHA TRIÂNGULO DOURADA 1,3 METROS",LUMINÁRIAS,NA,Galpao,Setor 3,0,0,0
029-0008,LUMINÁRIA DE PAREDE 02 CÚPULAS DOURADA,LUMINÁRIAS,NA,Galpao,Setor 4,0,0,0
029-0009,LUMINÁRIA DE RESINA (CHÃO),LUMINÁRIAS,NA,Galpao,Setor 2,0,0,0
029-0010,LUMINÁRIA ELÉTRICA DE LED,LUMINÁRIAS,NA,Maison Blue,Maison Blue,0,0,0
029-0011,LUMINÁRIA EM LED COM CONTROLE REMOTO,LUMINÁRIAS,NA,Loja,Area do Galpao,0,0,0
029-0012,LUMINÁRIA ESTRELINHA GLENDA,LUMINÁRIAS,NA,Galpao,Setor 4,0,0,0
029-0013,LUMINÁRIA GLITTER MAXI ROXO 110V,LUMINÁRIAS,NA,Loja,Area do Galpao,0,0,0
029-0014,LUMINÁRIA GLITTER MAXI VERMELHO 110V,LUMINÁRIAS,NA,Loja,Area do Galpao,0,0,0
029-0015,LUMINÁRIA NADERL BRANCA,LUMINÁRIAS,NA,Loja,Area da Entrada,1,0,0
029-0016,LUMINÁRIA TIPO FAROL,LUMINÁRIAS,NA,Loja,Area do Galpao,0,0,0
029-0017,LUMINÁRIA 09 LÂMPADAS BLACKAMOOR FEMININA,LUMINÁRIAS,NA,Galpao,Setor 3,1,0,0
029-0018,LUMINÁRIA 09 LÂMPADAS BLACKAMOOR MASCULINA,LUMINÁRIAS,NA,Maison Blue,Maison Blue,0,0,0
029-0019,LUMINÁRIA DE TETO ESTILO ABÓBORA SUSPENSA,LUMINÁRIAS,NA,Loja,Area do Galpao,0,0,0
029-0020,LUMINÁRIA POLVO DOURADA,LUMINÁRIAS,NA,Loja,Area do Galpao,0,0,0
029-0021,MINI LUMINARIA GLITTER VÁRIAS CORES,LUMINÁRIAS,NA,Galpao,Setor 1,0,0,0
029-0022,LUMINÁRIA PENDENTE COM TECIDO BRANCO,LUMINÁRIAS,NA,Loja,Area da Entrada,0,0,0
030-0001,LUMINÁRIA EM CRISTAL ESTILO GAIOLA 03 LÂMPADAS,LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0002,LUSTRE 05 CÚPULAS TIPO ABAJUR FOLHA,LUSTRES,NA,Galpao,Setor 2,0,0,0
030-0003,LUSTRE 5 NÍVEIS PRATA QUADRADO (DEPÓSITO),LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0004,LUSTRE ÂMBAR OLHO DE GATO,LUSTRES,NA,Galpao,Setor 2,0,0,0
030-0005,LUSTRE AUDREY DUBAI 08 LÂMPADAS,LUSTRES,NA,Galpao,Setor 2,0,1,0
030-0006,LUSTRE AUDREY DUBAI 12 LÂMPADAS,LUSTRES,NA,Galpao,Setor 2,0,0,0
030-0007,LUSTRE AUDREY DUBAI TRANSPARENTE,LUSTRES,NA,Galpao,Setor 2,0,0,0
030-0008,LUSTRE BALONÊ DOURADO GG COM CÚPULAS DE VIDRO,LUSTRES,NA,Galpao,Setor 4,0,0,0
030-0009,LUSTRE BALONÊ DOURADO TRABALHADO,LUSTRES,NA,Armazem 500,Armazem 500,0,0,0
030-0010,LUSTRE BALONÊ DOURADO (MÉDIO),LUSTRES,NA,Galpao,Setor 2,0,0,0
030-0011,LUSTRE BALONÊ PRATA (PEQUENO),LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0012,LUSTRE BRANCO PEDRAS AZUL 21 LÂMPADAS,LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0013,LUSTRE BRANCO PEDRAS MIÇANGA ROSA 12 LÂMPADAS,LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0014,LUSTRE BRANCO PEDRAS PRATAS 12 LÂMPADAS,LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0015,LUSTRE BRANCO PEDRAS PRATAS 19 LÂMPADAS,LUSTRES,NA,Armazem 500,Armazem 500,0,0,0
030-0016,LUSTRE BRANCO PEDRAS ROSA 07 LÂMPADAS,LUSTRES,NA,Loja,Area do Galpao,1,0,0
030-0017,LUSTRE BRANCO PEDRAS ROSA 12 LÂMPADAS,LUSTRES,NA,Loja,Area da Entrada,0,1,0
030-0018,LUSTRE BRANCO PEDRAS ROSA 21 LÂMPADAS,LUSTRES,NA,Armazem 500,Armazem 500,0,0,0
030-0019,LUSTRE BRANC0 PEDRAS VERDE 18 LÂMPADAS,LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0020,LUSTRE CRISTAL 15 VELAS,LUSTRES,NA,Armazem 500,Armazem 500,0,0,0
030-0021,LUSTRE CRISTAL IMPERIAL (BRANCO),LUSTRES,NA,Armazem 500,Armazem 500,0,0,0
030-0022,LUSTRE CRISTAL IMPERIAL (PRETO),LUSTRES,NA,Maison Blue,Maison Blue,0,0,0
030-0023,LUSTRE DE PRATA TIPO PINHA,LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0024,LUSTRE DOURADO DE CRISTAL 01 LÂMPADA (MARIZA PRADO),LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0025,LUSTRE DOURADO DO MAISON ROUGE,LUSTRES,NA,Galpao,Setor 1,0,0,0
030-0026,LUSTRE DOURADO MARIZA PRADO 24 LAMPADAS,LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0027,LUSTRE DOURADO REDONDO EM CRISTAIS 16 LÂMPADAS (GRANDE),LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0028,LUSTRE DOURADO REDONDO EM CRISTAIS (GIGANTE) DEPÓSITO,LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0029,LUSTRE ESPIRAL DE CRISTAL PRATA,LUSTRES,NA,Armazem 500,Armazem 500,0,0,0
030-0030,LUSTRE FLOR 4 PONTAS DOURADO (DEPÓSITO),LUSTRES,NA,Galpao,Setor 2,0,0,0
030-0031,LUSTRE FLOR 4 PONTAS PRATA (GRANDE) DEPÓSITO,LUSTRES,NA,Armazem 500,Armazem 500,0,0,0
030-0032,LUSTRE FOLHAS 18 CUPULAS ABAJUR E PINGENTE,LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0033,LUSTRE FOLHAS MARROM (GIGANTE),LUSTRES,NA,Maison Blue,Maison Blue,0,0,0
030-0034,LUSTRE FOLHAS PRATEADO (GIGANTE),LUSTRES,NA,Galpao,Setor 2,0,0,0
030-0035,LUSTRE EM GAIOLA MARROM,LUSTRES,NA,Armazem 500,Armazem 500,0,0,0
030-0036,LUSTRE IMPERIAL AZUL (MÉDIO),LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0037,LUSTRE IMPERIAL BRANCO (MÉDIO),LUSTRES,NA,Galpao,Setor 3,0,0,0
030-0038,LUSTRE IMPERIAL AMBAR (PEQUENO),LUSTRES,NA,Galpao,Setor 1,0,0,1
030-0039,LUSTRE IMPERIAL DOURADO COM CRISTAIS E MISSANGAS,LUSTRES,NA,Galpao,Setor 3,0,0,1
030-0040,LUSTRE IMPERIAL LARANJA (MÉDIO),LUSTRES,NA,Loja,Setor Comercial,0,0,0
030-0041,LUSTRE IMPERIAL LILÁS (MÉDIO),LUSTRES,NA,Armazem 500,Armazem 500,0,0,0
030-0042,LUSTRE IMPERIAL PRATA (PEQUENO),LUSTRES,NA,Galpao,Setor 4,0,0,0
030-0043,LUSTRE IMPERIAL PRATA COM CRISTAIS E MISSANGAS,LUSTRES,NA,Galpao,Setor 3,0,0,0
030-0044,LUSTRE IMPERIAL PRETO (MÉDIO),LUSTRES,NA,Galpao,Setor 2,0,0,0
030-0045,LUSTRE IMPERIAL ROSA (MÉDIO),LUSTRES,NA,Armazem 500,Armazem 500,0,0,0
030-0046,LUSTRE IMPERIAL VERMELHO (MÉDIO),LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0047,LUSTRE INDIANO DE PALHA (GRANDE),LUSTRES,NA,Galpao,Setor 1,0,0,0
030-0048,LUSTRE INDIANO DE PALHA (MÉDIO),LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0049,LUSTRE INDIANO DE PALHA (PEQUENO),LUSTRES,NA,Galpao,Setor 2,0,0,0
030-0050,LUSTRE ESTILO LANTERNA 4 VELAS,LUSTRES,NA,Galpao,Setor 2,0,0,0
030-0051,LUSTRE ESTILO LANTERNA 8 VELAS,LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0052,LUSTRE MARIZA PRADO 4 LÂMPADAS,LUSTRES,NA,Armazem 500,Armazem 500,0,0,0
030-0053,LUSTRE MARROM COM CRISTAL ESTILO SACO DE CAFÉ,LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0054,LUSTRE PALHA,LUSTRES,NA,Armazem 500,Armazem 500,0,0,0
